reanudando: 271 filas retiradas del JSONL (se reintentan) y guardadas en superseded-20260916T163736.jsonl
reanudando 20260916T163736.jsonl: 946 celdas ya hechas
--- fase 1d (N1, 84 artefactos) | 1344 celdas | 4 bandas x 21 artefactos por prefijo | plantel ['claude-opus-5'] | 0 turnos posteriores (parte 1: solo la reacción) | llamadas: 1344 al modelo evaluado, 0 al usuario simulado, 16 prefijos (ya en disco desde la Fase 0)
[ 946] claude-opus-5      huerto-balcon    n=10 N1 b2a 5 sim=0.325 config         presupone    ok
[ 947] claude-opus-5      huerto-balcon    n=10 N1 b3a 5 sim=0.397 meeting_notes  dirigido     ok
[ 948] claude-opus-5      huerto-balcon    n=10 N1 b0a 6 sim=0.235 stacktrace     cortado      ok
[ 949] claude-opus-5      huerto-balcon    n=10 N1 b1a 6 sim=0.299 prompt         cortado      ok
[ 950] claude-opus-5      huerto-balcon    n=10 N1 b2a 6 sim=0.312 prompt         presupone    ok
[ 951] claude-opus-5      huerto-balcon    n=10 N1 b3a 6 sim=0.425 note_to_self   dirigido     ok
[ 952] claude-opus-5      huerto-balcon    n=10 N1 b0a 7 sim=0.234 changelog      responde     ok
[ 953] claude-opus-5      huerto-balcon    n=10 N1 b1a 7 sim=0.273 job_ad         cortado      ok
[ 954] claude-opus-5      huerto-balcon    n=10 N1 b2a 7 sim=0.324 changelog      dirigido     ok
[ 955] claude-opus-5      huerto-balcon    n=10 N1 b3a 7 sim=0.382 prompt         dirigido     ok
[ 956] claude-opus-5      huerto-balcon    n=10 N1 b0a 8 sim=0.237 stacktrace     dirigido     ok
[ 957] claude-opus-5      huerto-balcon    n=10 N1 b1a 8 sim=0.298 email          presupone    ok
[ 958] claude-opus-5      huerto-balcon    n=10 N1 b2a 8 sim=0.316 meeting_notes  presupone    ok
[ 959] claude-opus-5      huerto-balcon    n=10 N1 b3a 8 sim=0.404 recipe         dirigido     ok
[ 960] claude-opus-5      huerto-balcon    n=10 N1 b0a 9 sim=0.237 config         responde     ok
[ 961] claude-opus-5      huerto-balcon    n=10 N1 b1a 9 sim=0.285 job_ad         cortado      ok
[ 962] claude-opus-5      huerto-balcon    n=10 N1 b2a 9 sim=0.327 job_ad         presupone    ok
[ 963] claude-opus-5      huerto-balcon    n=10 N1 b3a 9 sim=0.348 shopping_list  dirigido     ok
[ 964] claude-opus-5      huerto-balcon    n=10 N1 b0a10 sim=0.241 stacktrace     presupone    ok
[ 965] claude-opus-5      huerto-balcon    n=10 N1 b1a10 sim=0.280 meeting_notes  responde     ok
[ 966] claude-opus-5      huerto-balcon    n=10 N1 b2a10 sim=0.301 email          responde     ok
[ 967] claude-opus-5      huerto-balcon    n=10 N1 b3a10 sim=0.357 shopping_list  dirigido     ok
[ 968] claude-opus-5      huerto-balcon    n=10 N1 b0a11 sim=0.226 stacktrace     responde     ok
[ 969] claude-opus-5      huerto-balcon    n=10 N1 b1a11 sim=0.275 note_to_self   cortado      ok
[ 970] claude-opus-5      huerto-balcon    n=10 N1 b2a11 sim=0.319 changelog      cortado      ok
[ 971] claude-opus-5      huerto-balcon    n=10 N1 b3a11 sim=0.477 email          cortado      ok
[ 972] claude-opus-5      huerto-balcon    n=10 N1 b0a12 sim=0.211 email          cortado      ok
[ 973] claude-opus-5      huerto-balcon    n=10 N1 b1a12 sim=0.257 job_ad         cortado      ok
[ 974] claude-opus-5      huerto-balcon    n=10 N1 b2a12 sim=0.325 recipe         responde     ok
[ 975] claude-opus-5      huerto-balcon    n=10 N1 b3a12 sim=0.458 recipe         dirigido     ok
[ 976] claude-opus-5      huerto-balcon    n=10 N1 b0a13 sim=0.227 sql            responde     ok
[ 977] claude-opus-5      huerto-balcon    n=10 N1 b1a13 sim=0.279 email          presupone    ok
[ 978] claude-opus-5      huerto-balcon    n=10 N1 b2a13 sim=0.320 recipe         responde     ok
[ 979] claude-opus-5      huerto-balcon    n=10 N1 b3a13 sim=0.375 recipe         presupone    ok
[ 980] claude-opus-5      huerto-balcon    n=10 N1 b0a14 sim=0.227 prompt         cortado      ok
[ 981] claude-opus-5      huerto-balcon    n=10 N1 b1a14 sim=0.275 recipe         presupone    ok
[ 982] claude-opus-5      huerto-balcon    n=10 N1 b2a14 sim=0.300 changelog      presupone    ok
[ 983] claude-opus-5      huerto-balcon    n=10 N1 b3a14 sim=0.331 job_ad         dirigido     ok
[ 984] claude-opus-5      huerto-balcon    n=10 N1 b0a15 sim=0.227 config         cortado      ok
[ 985] claude-opus-5      huerto-balcon    n=10 N1 b1a15 sim=0.267 note_to_self   responde     ok
[ 986] claude-opus-5      huerto-balcon    n=10 N1 b2a15 sim=0.316 changelog      dirigido     ok
[ 987] claude-opus-5      huerto-balcon    n=10 N1 b3a15 sim=0.410 note_to_self   presupone    ok
[ 988] claude-opus-5      huerto-balcon    n=10 N1 b0a16 sim=0.207 stacktrace     presupone    ok
[ 989] claude-opus-5      huerto-balcon    n=10 N1 b1a16 sim=0.262 stacktrace     dirigido     ok
[ 990] claude-opus-5      huerto-balcon    n=10 N1 b2a16 sim=0.310 email          presupone    ok
[ 991] claude-opus-5      huerto-balcon    n=10 N1 b3a16 sim=0.338 shopping_list  responde     ok
[ 992] claude-opus-5      huerto-balcon    n=10 N1 b0a17 sim=0.207 config         dirigido     ok
[ 993] claude-opus-5      huerto-balcon    n=10 N1 b1a17 sim=0.287 prompt         responde     ok
[ 994] claude-opus-5      huerto-balcon    n=10 N1 b2a17 sim=0.330 recipe         cortado      ok
[ 995] claude-opus-5      huerto-balcon    n=10 N1 b3a17 sim=0.380 meeting_notes  responde     ok
[ 996] claude-opus-5      huerto-balcon    n=10 N1 b0a18 sim=0.235 note_to_self   cortado      ok
[ 997] claude-opus-5      huerto-balcon    n=10 N1 b1a18 sim=0.297 shopping_list  cortado      ok
[ 998] claude-opus-5      huerto-balcon    n=10 N1 b2a18 sim=0.312 config         presupone    ok
[ 999] claude-opus-5      huerto-balcon    n=10 N1 b3a18 sim=0.416 note_to_self   presupone    ok
[1000] claude-opus-5      huerto-balcon    n=10 N1 b0a19 sim=0.159 sql            cortado      ok
[1001] claude-opus-5      huerto-balcon    n=10 N1 b1a19 sim=0.287 changelog      cortado      ok
[1002] claude-opus-5      huerto-balcon    n=10 N1 b2a19 sim=0.310 changelog      presupone    ok
[1003] claude-opus-5      huerto-balcon    n=10 N1 b3a19 sim=0.432 note_to_self   presupone    ok
[1004] claude-opus-5      huerto-balcon    n=10 N1 b0a20 sim=0.226 sql            presupone    ok
[1005] claude-opus-5      huerto-balcon    n=10 N1 b1a20 sim=0.279 job_ad         responde     ok
[1006] claude-opus-5      huerto-balcon    n=10 N1 b2a20 sim=0.299 note_to_self   presupone    ok
[1007] claude-opus-5      huerto-balcon    n=10 N1 b3a20 sim=0.446 shopping_list  dirigido     ok
[1008] claude-opus-5      mudanza          n=2  N1 b0a 0 sim=0.211 recipe         presupone    ok
[1009] claude-opus-5      mudanza          n=2  N1 b1a 0 sim=0.251 prompt         responde     ok
[1010] claude-opus-5      mudanza          n=2  N1 b2a 0 sim=0.293 shopping_list  cortado      ok
[1011] claude-opus-5      mudanza          n=2  N1 b3a 0 sim=0.382 shopping_list  dirigido     ok
[1012] claude-opus-5      mudanza          n=2  N1 b0a 1 sim=0.210 config         cortado      ok
[1013] claude-opus-5      mudanza          n=2  N1 b1a 1 sim=0.223 prompt         cortado      ok
[1014] claude-opus-5      mudanza          n=2  N1 b2a 1 sim=0.288 email          cortado      ok
[1015] claude-opus-5      mudanza          n=2  N1 b3a 1 sim=0.376 prompt         dirigido     ok
[1016] claude-opus-5      mudanza          n=2  N1 b0a 2 sim=0.169 sql            responde     ok
[1017] claude-opus-5      mudanza          n=2  N1 b1a 2 sim=0.235 config         presupone    ok
[1018] claude-opus-5      mudanza          n=2  N1 b2a 2 sim=0.272 email          responde     ok
[1019] claude-opus-5      mudanza          n=2  N1 b3a 2 sim=0.377 note_to_self   presupone    ok
[1020] claude-opus-5      mudanza          n=2  N1 b0a 3 sim=0.189 sql            cortado      ok
[1021] claude-opus-5      mudanza          n=2  N1 b1a 3 sim=0.230 email          responde     ok
[1022] claude-opus-5      mudanza          n=2  N1 b2a 3 sim=0.279 changelog      cortado      ok
[1023] claude-opus-5      mudanza          n=2  N1 b3a 3 sim=0.460 meeting_notes  dirigido     ok
[1024] claude-opus-5      mudanza          n=2  N1 b0a 4 sim=0.192 sql            cortado      ok
[1025] claude-opus-5      mudanza          n=2  N1 b1a 4 sim=0.256 changelog      dirigido     ok
[1026] claude-opus-5      mudanza          n=2  N1 b2a 4 sim=0.286 meeting_notes  responde     ok
[1027] claude-opus-5      mudanza          n=2  N1 b3a 4 sim=0.443 meeting_notes  dirigido     ok
[1028] claude-opus-5      mudanza          n=2  N1 b0a 5 sim=0.182 stacktrace     responde     ok
[1029] claude-opus-5      mudanza          n=2  N1 b1a 5 sim=0.259 note_to_self   cortado      ok
[1030] claude-opus-5      mudanza          n=2  N1 b2a 5 sim=0.329 meeting_notes  presupone    ok
[1031] claude-opus-5      mudanza          n=2  N1 b3a 5 sim=0.392 job_ad         presupone    ok
[1032] claude-opus-5      mudanza          n=2  N1 b0a 6 sim=0.150 stacktrace     presupone    ok
[1033] claude-opus-5      mudanza          n=2  N1 b1a 6 sim=0.240 note_to_self   responde     ok
[1034] claude-opus-5      mudanza          n=2  N1 b2a 6 sim=0.274 changelog      presupone    ok
[1035] claude-opus-5      mudanza          n=2  N1 b3a 6 sim=0.342 note_to_self   presupone    ok
[1036] claude-opus-5      mudanza          n=2  N1 b0a 7 sim=0.216 config         responde     ok
[1037] claude-opus-5      mudanza          n=2  N1 b1a 7 sim=0.216 stacktrace     dirigido     ok
[1038] claude-opus-5      mudanza          n=2  N1 b2a 7 sim=0.278 meeting_notes  cortado      ok
[1039] claude-opus-5      mudanza          n=2  N1 b3a 7 sim=0.419 job_ad         dirigido     ok
[1040] claude-opus-5      mudanza          n=2  N1 b0a 8 sim=0.216 prompt         responde     ok
[1041] claude-opus-5      mudanza          n=2  N1 b1a 8 sim=0.233 sql            responde     ok
[1042] claude-opus-5      mudanza          n=2  N1 b2a 8 sim=0.273 shopping_list  responde     ok
[1043] claude-opus-5      mudanza          n=2  N1 b3a 8 sim=0.388 meeting_notes  dirigido     ok
[1044] claude-opus-5      mudanza          n=2  N1 b0a 9 sim=0.205 config         dirigido     ok
[1045] claude-opus-5      mudanza          n=2  N1 b1a 9 sim=0.256 changelog      dirigido     ok
[1046] claude-opus-5      mudanza          n=2  N1 b2a 9 sim=0.298 config         presupone    ok
[1047] claude-opus-5      mudanza          n=2  N1 b3a 9 sim=0.391 note_to_self   dirigido     ok
[1048] claude-opus-5      mudanza          n=2  N1 b0a10 sim=0.175 stacktrace     cortado      ok
[1049] claude-opus-5      mudanza          n=2  N1 b1a10 sim=0.243 sql            presupone    ok
[1050] claude-opus-5      mudanza          n=2  N1 b2a10 sim=0.266 job_ad         responde     ok
[1051] claude-opus-5      mudanza          n=2  N1 b3a10 sim=0.388 job_ad         dirigido     ok
[1052] claude-opus-5      mudanza          n=2  N1 b0a11 sim=0.213 prompt         cortado      ok
[1053] claude-opus-5      mudanza          n=2  N1 b1a11 sim=0.216 stacktrace     responde     ok
[1054] claude-opus-5      mudanza          n=2  N1 b2a11 sim=0.317 shopping_list  dirigido     ok
[1055] claude-opus-5      mudanza          n=2  N1 b3a11 sim=0.346 prompt         cortado      ok
[1056] claude-opus-5      mudanza          n=2  N1 b0a12 sim=0.204 recipe         presupone    ok
[1057] claude-opus-5      mudanza          n=2  N1 b1a12 sim=0.217 stacktrace     dirigido     ok
[1058] claude-opus-5      mudanza          n=2  N1 b2a12 sim=0.293 config         responde     ok
[1059] claude-opus-5      mudanza          n=2  N1 b3a12 sim=0.405 note_to_self   presupone    ok
[1060] claude-opus-5      mudanza          n=2  N1 b0a13 sim=0.154 recipe         cortado      ok
[1061] claude-opus-5      mudanza          n=2  N1 b1a13 sim=0.222 recipe         dirigido     ok
[1062] claude-opus-5      mudanza          n=2  N1 b2a13 sim=0.327 job_ad         cortado      ok
[1063] claude-opus-5      mudanza          n=2  N1 b3a13 sim=0.347 job_ad         cortado      ok
[1064] claude-opus-5      mudanza          n=2  N1 b0a14 sim=0.181 sql            responde     ok
[1065] claude-opus-5      mudanza          n=2  N1 b1a14 sim=0.219 meeting_notes  presupone    ok
[1066] claude-opus-5      mudanza          n=2  N1 b2a14 sim=0.324 sql            dirigido     ok
[1067] claude-opus-5      mudanza          n=2  N1 b3a14 sim=0.394 email          dirigido     ok
[1068] claude-opus-5      mudanza          n=2  N1 b0a15 sim=0.189 recipe         dirigido     ok
[1069] claude-opus-5      mudanza          n=2  N1 b1a15 sim=0.248 stacktrace     presupone    ok
[1070] claude-opus-5      mudanza          n=2  N1 b2a15 sim=0.334 note_to_self   cortado      ok
[1071] claude-opus-5      mudanza          n=2  N1 b3a15 sim=0.419 email          presupone    ok
[1072] claude-opus-5      mudanza          n=2  N1 b0a16 sim=0.152 recipe         responde     ok
[1073] claude-opus-5      mudanza          n=2  N1 b1a16 sim=0.235 changelog      cortado      ok
[1074] claude-opus-5      mudanza          n=2  N1 b2a16 sim=0.306 email          cortado      ok
[1075] claude-opus-5      mudanza          n=2  N1 b3a16 sim=0.351 email          presupone    ok
[1076] claude-opus-5      mudanza          n=2  N1 b0a17 sim=0.120 recipe         responde     ok
[1077] claude-opus-5      mudanza          n=2  N1 b1a17 sim=0.237 shopping_list  cortado      ok
[1078] claude-opus-5      mudanza          n=2  N1 b2a17 sim=0.290 changelog      presupone    ok
